UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,9,2024,71,3355883,1565971,1789912,1304697,1452473,150234,200956,13953,15834,77083,97411,2597,2834,17407,20404,1319231,1469183,154465,206861,23850,27577,82743,103669,4578,5184,1415338,1612727,1168901,1292611,143839,193174,9810,11619,75810,95911,2211,2369,14767,17043,1181160,1306388,146930,197599,18280,21592,80903,101429,3955,4429,150633,177185,135796,159862,6395,7782,4143,4215,1273,1500,386,465,2640,3361,138071,162795,7535,9262,5570,5985,1840,2240,623,755
R,9,2024,72,3228760,1500381,1728379,1256177,1406518,139258,190833,12793,14911,73707,94651,2446,2738,16000,18728,1269498,1421902,143199,196185,21954,25959,78825,100163,4332,4901,1361162,1562935,1130356,1257111,133463,183552,9129,11021,72494,93215,2099,2301,13621,15735,1141601,1269881,136394,187601,17000,20483,77116,98062,3755,4167,139219,165444,125821,149407,5795,7281,3664,3890,1213,1436,347,437,2379,2993,127897,152021,6805,8584,4954,5476,1709,2101,577,734
R,9,2024,73,3045616,1405232,1640384,1178350,1334685,130814,183341,12070,14027,66821,88279,2157,2463,15020,17589,1190818,1349088,134481,188476,20905,24529,71499,93283,3917,4478,1274667,1484339,1060017,1193799,125457,176495,8740,10339,65745,86886,1861,2075,12847,14745,1070598,1205700,128219,180385,16371,19347,69957,91276,3428,3833,130565,156045,118333,140886,5357,6846,3330,3688,1076,1393,296,388,2173,2844,120220,143388,6262,8091,4534,5182,1542,2007,489,645
R,9,2024,74,2873261,1318070,1555191,1098559,1260155,123448,173102,11519,13247,68009,89533,2156,2360,14379,16794,1110516,1273790,127011,178064,19972,23092,72464,94562,3832,4325,1196759,1405964,988780,1125287,118389,166485,8428,9849,67011,88214,1823,2021,12328,14108,998967,1136613,121088,170232,15732,18306,71021,92609,3331,3727,121311,149227,109779,134868,5059,6617,3091,3398,998,1319,333,339,2051,2686,111549,137177,5923,7832,4240,4786,1443,1953,501,598
R,9,2024,75,2767922,1264830,1503092,1063421,1229322,111896,160430,10758,12348,63465,82890,2072,2344,13218,15758,1074427,1242231,115032,164996,18649,21778,67518,87352,3631,4131,1153665,1365729,962586,1104778,107433,154510,7937,9282,62540,81750,1776,2005,11393,13404,972016,1115655,109810,158008,14841,17521,66168,85687,3149,3581,111165,137363,100835,124544,4463,5920,2821,3066,925,1140,296,339,1825,2354,102411,126576,5222,6988,3808,4257,1350,1665,482,550
R,9,2024,76,2676547,1219846,1456701,1032840,1201128,103343,150099,9928,11653,59522,76680,1845,2187,12368,14954,1043136,1213488,106359,154269,17334,20658,63220,80910,3280,3884,1116434,1327162,939006,1083601,99140,144658,7407,8814,58683,75572,1583,1882,10615,12635,947770,1093926,101448,147822,13856,16618,61987,79286,2865,3369,103412,129539,93834,117527,4203,5441,2521,2839,839,1108,262,305,1753,2319,95366,119562,4911,6447,3478,4040,1233,1624,415,515
R,9,2024,77,2788221,1275353,1512868,1098070,1272726,97405,140713,10006,11193,55631,71382,1750,1937,12491,14917,1108588,1285179,100322,144862,17776,20404,59114,75391,3179,3548,1176977,1388514,1008526,1159505,93651,135599,7529,8603,54866,70326,1511,1668,10894,12813,1017661,1170105,95918,138830,14437,16693,57965,73890,2787,3111,98376,124354,89544,113221,3754,5114,2477,2590,765,1056,239,269,1597,2104,90927,115074,4404,6032,3339,3711,1149,1501,392,437
R,9,2024,78,2052689,924277,1128412,785951,935617,73026,110190,7524,8889,46679,60284,1531,1662,9566,11770,794004,945346,75274,113415,13228,15783,49521,63754,2700,3066,843165,1021665,712146,838620,69795,105570,5557,6720,46063,59395,1340,1439,8264,9921,719074,846736,71494,108000,10583,12651,48610,62450,2375,2694,81112,106747,73805,96997,3231,4620,1967,2169,616,889,191,223,1302,1849,74930,98610,3780,5415,2645,3132,911,1304,325,372
R,9,2024,79,1832255,812901,1019354,689024,843156,65830,101743,6655,8132,41612,54217,1299,1515,8481,10591,696126,851921,67831,104648,11681,14374,44139,57297,2394,2774,740449,922551,622997,754927,63047,97749,4971,6157,41024,53432,1118,1306,7292,8980,629055,762292,64560,99941,9364,11563,43281,56149,2094,2416,72452,96803,66027,88229,2783,3994,1684,1975,588,785,181,209,1189,1611,67071,89629,3271,4707,2317,2811,858,1148,300,358
R,9,2024,80,1746721,768287,978434,655010,815471,59606,93911,6117,7443,38560,50138,1141,1362,7853,10109,661615,823841,61395,96763,10832,13472,40874,52974,2134,2589,704241,889558,596552,734347,57051,90382,4651,5656,38107,49386,1006,1176,6874,8611,602301,741420,58444,92568,8862,10923,40194,51887,1901,2274,64046,88876,58458,81124,2555,3529,1466,1787,453,752,135,186,979,1498,59314,82421,2951,4195,1970,2549,680,1087,233,315
R,9,2024,81,1741867,759209,982658,655263,830050,55313,90104,5600,7067,34735,44645,1026,1188,7272,9604,661437,838067,56937,92705,10078,12906,36731,47240,1940,2313,700550,898842,601584,753604,53031,86655,4362,5383,34281,44007,910,1026,6382,8167,607001,760388,54290,88594,8387,10499,36059,46280,1725,2035,58659,83816,53679,76446,2282,3449,1238,1684,454,638,116,162,890,1437,54436,77679,2647,4111,1691,2407,672,960,215,278
R,9,2024,82,1471041,632527,838514,540865,701792,47363,78623,4911,6167,32087,42664,855,1096,6446,8172,546256,708591,48847,80841,8863,11132,33938,44914,1619,2011,581438,764532,494116,634040,45371,75719,3829,4717,31718,42092,746,927,5658,7037,498832,639849,46535,77425,7358,9099,33388,44092,1427,1750,51089,73982,46749,67752,1992,2904,1082,1450,369,572,109,169,788,1135,47424,68742,2312,3416,1505,2033,550,822,192,261
R,9,2024,83,1279505,541820,737685,461991,615802,40755,70378,4374,5459,28368,37720,773,927,5559,7399,466682,621961,41984,72365,7747,9954,30012,39793,1446,1773,496414,671270,420417,554915,38998,67777,3420,4245,28038,37198,687,787,4854,6348,424499,560172,39938,69309,6436,8194,29503,39016,1286,1537,45406,66415,41574,60887,1757,2601,954,1214,330,522,86,140,705,1051,42183,61789,2046,3056,1311,1760,509,777,160,236
R,9,2024,84,1133848,471765,662083,399216,549621,36457,64601,3895,5036,26441,35234,725,901,5031,6690,403418,555188,37600,66443,6883,9013,27999,37103,1339,1700,430456,600172,361390,492966,34871,62091,3014,3892,26111,34758,636,744,4434,5721,365087,497683,35765,63501,5679,7370,27524,36418,1194,1454,41309,61911,37826,56655,1586,2510,881,1144,330,476,89,157,597,969,38331,57505,1835,2942,1204,1643,475,685,145,246
R,9,2024,85,1006527,413259,593268,350987,495085,31063,56218,3275,4392,23081,30753,555,810,4298,6010,354627,500079,32049,57826,5813,7955,24369,32472,1083,1549,377089,537933,317864,444369,29623,53990,2544,3397,22824,30336,477,699,3757,5142,321028,448638,30383,55192,4802,6522,23984,31847,960,1339,36170,55335,33123,50716,1440,2228,731,995,257,417,78,111,541,868,33599,51441,1666,2634,1011,1433,385,625,123,210
R,9,2024,86,909401,366571,542830,311721,453930,26853,50590,2934,4113,20614,28163,551,725,3898,5309,315007,458361,27732,52031,5258,7203,21800,29706,1004,1351,334746,492618,282503,407941,25656,48549,2321,3215,20367,27800,476,595,3423,4518,285377,411691,26336,49647,4402,5920,21436,29150,877,1138,31825,50212,29218,45989,1197,2041,613,898,247,363,75,130,475,791,29630,46670,1396,2384,856,1283,364,556,127,213
R,9,2024,87,780860,308647,472213,261777,393887,22697,44157,2472,3518,17895,25220,456,636,3350,4795,264644,397888,23456,45462,4453,6278,18927,26618,837,1229,281202,427999,236542,353341,21654,42406,1948,2727,17703,24863,396,534,2959,4128,239066,356760,22244,43417,3736,5159,18637,26105,738,1059,27445,44214,25235,40546,1043,1751,524,791,192,357,60,102,391,667,25578,41128,1212,2045,717,1119,290,513,99,170
R,9,2024,88,681262,264167,417095,223566,347619,19620,39469,2146,3101,15542,22211,390,532,2903,4163,226007,351081,20268,40621,3818,5540,16462,23406,751,1000,240430,378289,201720,311944,18692,37954,1715,2414,15380,21932,342,461,2581,3584,203885,314900,19201,38848,3226,4551,16223,22999,666,883,23737,38806,21846,35675,928,1515,431,687,162,279,48,71,322,579,22122,36181,1067,1773,592,989,239,407,85,117
R,9,2024,89,596312,225472,370840,191138,309414,16408,34631,1832,2761,13288,19790,331,466,2475,3778,193216,312532,16972,35636,3248,4944,14062,20919,667,914,205135,336226,172360,277590,15672,33289,1463,2142,13141,19532,298,390,2201,3283,174202,280286,16123,34081,2747,4086,13840,20536,603,784,20337,34614,18778,31824,736,1342,369,619,147,258,33,76,274,495,19014,32246,849,1555,501,858,222,383,64,130
R,9,2024,90,490033,181386,308647,153417,257392,13083,28703,1447,2228,11062,16792,304,401,2073,3131,155188,260020,13552,29552,2608,4009,11736,17752,559,773,165135,280297,138400,231268,12517,27628,1154,1734,10948,16576,266,353,1850,2738,139981,233559,12892,28301,2208,3320,11554,17433,496,682,16251,28350,15017,26124,566,1075,293,494,114,216,38,48,223,393,15207,26461,660,1251,400,689,182,319,63,91
R,9,2024,91,415059,149244,265815,126244,221430,10488,24237,1226,1923,9355,15167,241,337,1690,2721,127665,223683,10866,24964,2165,3482,9926,15976,450,695,136308,242059,114288,199498,10016,23332,997,1538,9269,15000,215,296,1523,2395,115566,201471,10328,23917,1851,2938,9796,15728,404,619,12936,23756,11956,21932,472,905,229,385,86,167,26,41,167,326,12099,22212,538,1047,314,544,130,248,46,76
R,9,2024,92,353556,122982,230574,104246,192791,8348,20339,975,1639,7779,13104,201,288,1433,2413,105461,194799,8689,21006,1765,3017,8249,13801,395,594,112285,210096,94315,173862,7998,19580,789,1304,7699,12962,179,257,1305,2131,95421,175628,8289,20136,1509,2542,8136,13588,355,526,10697,20478,9931,18929,350,759,186,335,80,142,22,31,128,282,10040,19171,400,870,256,475,113,213,40,68
R,9,2024,93,291342,98535,192807,83878,162140,6313,16193,774,1344,6247,10955,157,226,1166,1949,84867,163763,6578,16738,1412,2457,6652,11527,309,465,89859,176005,75813,146602,6040,15587,618,1057,6197,10844,143,199,1048,1716,76702,148023,6256,16028,1196,2059,6564,11354,277,415,8676,16802,8065,15538,273,606,156,287,50,111,14,27,118,233,8165,15740,322,710,216,398,88,173,32,50
R,9,2024,94,240344,78129,162215,66057,135523,5086,13753,649,1140,5257,9873,136,211,944,1715,66854,136956,5303,14214,1179,2117,5562,10376,266,432,71249,148057,59651,122395,4866,13270,533,914,5221,9774,124,187,854,1517,60372,123653,5046,13637,1016,1800,5502,10227,243,384,6880,14158,6406,13128,220,483,116,226,36,99,12,24,90,198,6482,13303,257,577,163,317,60,149,23,48
R,9,2024,95,183212,56952,126260,48102,105583,3534,10553,491,859,3973,7704,99,176,753,1385,48732,106717,3714,10960,925,1644,4214,8102,193,360,52000,115619,43523,95736,3366,10176,404,694,3940,7623,91,158,676,1232,44089,96742,3514,10512,800,1403,4157,7984,174,324,4952,10641,4579,9847,168,377,87,165,33,81,8,18,77,153,4643,9975,200,448,125,241,57,118,19,36
R,9,2024,96,142319,42193,100126,35468,83534,2612,8302,375,712,3084,6291,61,128,593,1159,35965,84492,2745,8628,704,1373,3283,6630,145,287,38662,92015,32185,76067,2499,7998,314,579,3068,6226,54,114,542,1031,32640,76910,2616,8268,618,1177,3252,6534,128,258,3531,8111,3283,7467,113,304,61,133,16,65,7,14,51,128,3325,7582,129,360,86,196,31,96,17,29
R,9,2024,97,106145,30146,75999,25106,63194,1872,6266,260,564,2413,4982,50,98,445,895,25478,63937,1983,6511,501,1088,2561,5233,110,213,27760,70152,22876,57795,1805,6046,226,470,2398,4941,46,87,409,813,23219,58467,1902,6255,448,954,2535,5170,98,190,2386,5847,2230,5399,67,220,34,94,15,41,4,11,36,82,2259,5470,81,256,53,134,26,63,12,23
R,9,2024,98,76796,20819,55977,17179,46324,1333,4633,198,419,1737,3835,34,84,338,682,17458,46891,1424,4835,385,807,1844,4021,83,173,19186,51806,15668,42466,1284,4482,170,353,1727,3806,31,76,306,623,15919,42986,1358,4655,341,712,1825,3979,75,156,1633,4171,1511,3858,49,151,28,66,10,29,3,8,32,59,1539,3905,66,180,44,95,19,42,8,17
R,9,2024,99,53782,13752,40030,11188,32797,857,3307,139,310,1316,2996,23,65,229,555,11378,33254,912,3477,264,618,1397,3152,57,136,12710,37133,10235,30126,824,3201,119,261,1308,2977,20,61,204,507,10406,30546,868,3350,232,548,1379,3114,48,123,1042,2897,953,2671,33,106,20,49,8,19,3,4,25,48,972,2708,44,127,32,70,18,38,9,13
R,9,2024,100,94527,21887,72640,16818,57680,1420,6144,258,662,2855,6861,47,134,489,1159,17215,58609,1564,6525,524,1321,3023,7178,121,301,20364,68017,15422,53413,1369,5974,234,597,2840,6830,44,124,455,1079,15794,54278,1495,6318,484,1215,2998,7121,109,277,1523,4623,1396,4267,51,170,24,65,15,31,3,10,34,80,1421,4331,69,207,40,106,25,57,12,24
R,10,2024,999,337200318,166835813,170364505,125940968,126869874,22232001,24006255,2313738,2268872,10582892,11413601,467045,455296,5299169,5350607,130687893,131638856,24701267,26542006,3772676,3784090,12566755,13380364,916949,906629,133113192,137359512,96696855,98289480,20470159,22202763,1205692,1240016,10219653,11052589,333647,329621,4187186,4245043,100448289,102071708,22403058,24197127,2216796,2311804,11897764,12715284,683653,682410,33722621,33004993,29244113,28580394,1761842,1803492,1108046,1028856,363239,361012,133398,125675,1111983,1105564,30239604,29567148,2298209,2344879,1555880,1472286,668991,665080,233296,224219
R,10,2024,0,3651035,1865498,1785537,1287532,1228568,302664,294525,33994,32601,107217,101324,7351,6927,126740,121592,1404095,1340373,372823,361967,57669,55389,154020,146063,16048,15195,1354483,1292560,874560,829800,263695,256731,12328,11730,99366,93943,4072,3918,100462,96438,967490,918975,320137,311022,27234,26107,137990,130892,10360,9916,511015,492977,412972,398768,38969,37794,21666,20871,7851,7381,3279,3009,26278,25154,436605,421398,52686,50945,30435,29282,16030,15171,5688,5279
R,10,2024,1,3670893,1875444,1795449,1292106,1232735,303758,295884,34350,32987,110635,104754,7448,7013,127147,122076,1409028,1344963,374050,363479,58097,55861,157680,149794,16170,15312,1359751,1298012,875348,830451,264484,257815,12330,11727,102730,97289,4158,3976,100701,96754,968483,919898,320953,312160,27240,26111,141583,134523,10468,9998,515693,497437,416758,402284,39274,38069,22020,21260,7905,7465,3290,3037,26446,25322,440545,425065,53097,51319,30857,29750,16097,15271,5702,5314
R,10,2024,2,3702201,1891124,1811077,1300516,1240858,305558,297869,34856,33470,114411,108592,7520,7148,128263,123140,1418454,1354056,376380,365959,58796,56541,161966,154120,16318,15517,1369159,1307475,878778,833705,265881,259445,12386,11779,106392,100974,4226,4051,101496,97521,972627,923850,322695,314125,27375,26247,145678,138632,10592,10123,521965,503602,421738,407153,39677,38424,22470,21691,8019,7618,3294,3097,26767,25619,445827,430206,53685,51834,31421,30294,16288,15488,5726,5394
R,10,2024,3,3665242,1873252,1791990,1283714,1223472,305484,296976,34712,33460,115028,109185,7351,6891,126963,122006,1400449,1335627,375539,364405,58390,56297,162159,154341,16054,15177,1361835,1298094,871109,824631,266486,259259,12333,11860,107201,101653,4230,4037,100476,96654,964003,913965,322645,313400,27151,26186,146195,139042,10535,10057,511417,493896,412605,398841,38998,37717,22379,21600,7827,7532,3121,2854,26487,25352,436446,421662,52894,51005,31239,30111,15964,15299,5519,5120
R,10,2024,4,3739648,1911478,1828170,1315430,1254613,306541,297654,36094,34458,120271,113917,7154,6768,125988,120760,1431289,1365647,376184,364526,59466,56957,167021,158566,15762,14950,1398939,1335739,899359,854564,269490,261963,13370,12891,112331,106330,4381,4057,100008,95934,991817,943234,325454,315770,28079,27061,151128,143417,10671,10046,512539,492431,416071,400049,37051,35691,22724,21567,7940,7587,2773,2711,25980,24826,439472,422413,50730,48756,31387,29896,15893,15149,5091,4904
R,10,2024,5,3818824,1950115,1868709,1348371,1288311,307446,300426,36992,35340,124015,117052,7494,6996,125797,120584,1463961,1399117,376778,367091,60359,57899,170906,161683,16143,15180,1434635,1370224,929189,882151,270844,264986,14099,13716,115890,109325,4633,4323,99980,95723,1021515,970551,326533,318560,28877,27941,154924,146411,11006,10343,515480,498485,419182,406160,36602,35440,22893,21624,8125,7727,2861,2673,25817,24861,442446,428566,50245,48531,31482,29958,15982,15272,5137,4837
R,10,2024,6,3883567,1984021,1899546,1372997,1310564,311002,303991,37768,35887,127194,119944,7549,7086,127511,122074,1490161,1422723,381207,371421,61531,58762,174695,165139,16305,15384,1461171,1395539,946702,899057,274714,268901,14284,13789,119166,112273,4722,4419,101583,97100,1040502,988698,331263,323180,29337,28261,158819,149947,11185,10533,522850,504007,426295,411507,36288,35090,23484,22098,8028,7671,2827,2667,25928,24974,449659,434025,49944,48241,32194,30501,15876,15192,5120,4851
R,10,2024,7,3966474,2029895,1936579,1407150,1338842,315075,306872,37255,35498,133636,125245,7646,7243,129133,122879,1525761,1451752,385405,374460,61452,58695,182295,170816,16665,15675,1498095,1424523,969176,917523,279813,272532,15253,14411,125799,117710,4945,4589,103109,97758,1064299,1007761,336511,326946,30723,29146,166559,155689,11675,10805,531800,512056,437974,421319,35262,34340,22002,21087,7837,7535,2701,2654,26024,25121,461462,443991,48894,47514,30729,29549,15736,15127,4990,4870
R,10,2024,8,4083624,2086852,1996772,1461919,1393091,316277,309587,36756,35549,133810,126313,7597,7296,130493,124936,1581825,1507941,386849,377623,61629,59423,183039,172927,16739,15938,1540665,1471631,1009158,957839,281062,275354,15792,15352,125830,118843,4848,4653,103975,99590,1105131,1049824,337864,330185,31705,30643,166969,157782,11634,11055,546187,525141,452761,435252,35215,34233,20964,20197,7980,7470,2749,2643,26518,25346,476694,458117,48985,47438,29924,28780,16070,15145,5105,4883
R,10,2024,9,4121929,2106188,2015741,1478186,1409678,320805,313041,36013,35114,133514,125917,7484,7350,130186,124641,1597849,1524242,391116,380932,60996,58997,182486,172362,16607,15972,1558785,1486601,1022434,969800,285574,278690,16248,15438,125792,118521,4783,4680,103954,99472,1118402,1061653,342227,333468,32357,30755,166821,157371,11591,11110,547403,529140,455752,439878,35231,34351,19765,19676,7722,7396,2701,2670,26232,25169,479447,462589,48889,47464,28639,28242,15665,14991,5016,4862
R,10,2024,10,4129480,2112974,2016506,1484804,1410905,322162,313782,36374,35199,133170,125935,7271,7040,129193,123645,1603544,1524548,391676,381176,61312,59049,181895,171788,16439,15648,1568615,1493274,1031807,975823,286563,279243,16527,15921,125746,118955,4726,4585,103246,98747,1127141,1066997,342553,333661,32678,31312,166609,157301,11559,11013,544359,523232,452997,435082,35599,34539,19847,19278,7424,6980,2545,2455,25947,24898,476403,457551,49123,47515,28634,27737,15286,14487,4880,4635
R,10,2024,11,4092656,2092510,2000146,1469786,1401166,320575,311991,36352,34793,131668,124116,7115,6862,127014,121218,1586440,1512419,388537,377796,60965,58431,179845,169275,16290,15458,1554529,1481651,1021351,968871,285755,278374,16679,15981,124543,117245,4672,4434,101529,96746,1115028,1058073,340516,331472,32644,31292,164947,154971,11481,10755,537981,518495,448435,432295,34820,33617,19673,18812,7125,6871,2443,2428,25485,24472,471412,454346,48021,46324,28321,27139,14898,14304,4809,4703
R,10,2024,12,4102903,2098385,2004518,1478476,1408642,320740,310510,36758,35641,130054,123042,7009,6796,125348,119887,1593544,1518678,387788,375218,61419,59310,177369,167756,16071,15386,1555875,1481338,1025034,971464,286519,277465,16769,16155,123043,116355,4570,4402,99940,95497,1117182,1059520,340408,329507,32753,31473,162666,153712,11286,10752,542510,523180,453442,437178,34221,33045,19989,19486,7011,6687,2439,2394,25408,24390,476362,459158,47380,45711,28666,27837,14703,14044,4785,4634
R,10,2024,13,4154307,2131340,2022967,1510527,1429411,325146,313812,36240,34815,126367,118952,6946,6658,126114,119319,1626353,1538907,392810,378046,61300,58722,173542,163366,16035,15231,1574028,1490044,1041220,981264,291501,281221,17128,16136,119487,112479,4501,4306,100191,94638,1133639,1068510,345778,332707,33328,31537,158824,149449,11213,10594,557312,532923,469307,448147,33645,32591,19112,18679,6880,6473,2445,2352,25923,24681,492714,470397,47032,45339,27972,27185,14718,13917,4822,4637
R,10,2024,14,4218563,2161445,2057118,1541964,1462554,327368,315499,35357,33841,124280,118404,6646,6450,125830,120370,1657746,1573178,394758,380476,60775,58377,170785,162467,15638,14978,1589791,1509794,1055447,996797,295449,284469,17251,16808,117696,112270,4456,4321,99492,95129,1147391,1084591,349261,336304,33544,32577,156388,148980,11085,10598,571654,547324,486517,465757,31919,31030,18106,17033,6584,6134,2190,2129,26338,25241,510355,488587,45497,44172,27231,25800,14397,13487,4553,4380
R,10,2024,15,4284113,2192799,2091314,1571716,1491452,332475,322776,35459,34127,122747,117551,6774,6609,123628,118799,1685414,1600634,398750,387413,60482,57911,168322,160576,15369,14950,1614359,1537245,1077540,1018713,300469,291427,17871,17191,116250,111430,4674,4465,97555,94019,1167633,1105483,353535,343240,33753,32404,154138,147347,11004,10589,578440,554069,494176,472739,32006,31349,17588,16936,6497,6121,2100,2144,26073,24780,517781,495151,45215,44173,26729,25507,14184,13229,4365,4361
R,10,2024,16,4466609,2288399,2178210,1643681,1556302,348247,337577,36815,35175,127922,122201,6843,6693,124891,120262,1758353,1666794,415506,403270,61840,59403,173504,165412,15813,14967,1684808,1604479,1126374,1065365,314995,305674,18408,17817,121326,115946,4680,4522,99025,95155,1217614,1153110,369155,358575,34438,33206,159391,151933,11328,10620,603591,573731,517307,490937,33252,31903,18407,17358,6596,6255,2163,2171,25866,25107,540739,513684,46351,44695,27402,26197,14113,13479,4485,4347
R,10,2024,17,4504956,2307352,2197604,1663593,1577819,348680,337863,37636,36186,128519,122110,6837,6834,122087,116792,1775734,1684918,413991,401136,62919,60194,172869,164043,15630,15190,1697649,1616859,1140159,1079907,315723,305930,18620,18232,122004,115927,4692,4596,96451,92267,1229097,1164810,368151,356799,34745,33463,158860,150832,11169,10735,609703,580745,523434,497912,32957,31933,19016,17954,6515,6183,2145,2238,25636,24525,546637,520108,45840,44337,28174,26731,14009,13211,4461,4455
R,10,2024,18,4441636,2274419,2167217,1645758,1560595,339364,329554,37326,35288,128711,123736,6772,6612,116488,111432,1752627,1662773,400854,389086,61780,58526,171670,164223,15169,14518,1679594,1600536,1134318,1073214,307894,298966,18318,17802,122257,117822,4672,4493,92135,88239,1219139,1154381,357256,347020,33858,32636,158252,151645,10884,10330,594825,566681,511440,487381,31470,30588,19008,17486,6454,5914,2100,2119,24353,23193,533488,508392,43598,42066,27922,25890,13418,12578,4285,4188
R,10,2024,19,4400940,2251010,2149930,1635925,1550093,329739,321961,36782,35076,131426,129289,6845,6817,110293,106694,1737019,1647689,387206,378133,60452,57836,172303,168451,14702,14451,1669246,1597085,1134584,1073243,299057,292782,18086,17711,125486,123634,4755,4812,87278,84903,1214873,1151123,345308,338228,33154,32326,159750,156600,10554,10514,581764,552845,501341,476850,30682,29179,18696,17365,5940,5655,2090,2005,23015,21791,522146,496566,41898,39905,27298,25510,12553,11851,4148,3937
R,10,2024,20,4393779,2245949,2147830,1637414,1553376,325127,318078,36105,33876,134221,132982,6749,6548,106333,102970,1734686,1647517,379675,371415,59250,56360,174246,171130,14591,14040,1677924,1606869,1146469,1085827,295688,289965,17996,17274,128319,127315,4755,4659,84697,81829,1224210,1160827,339609,332994,33042,31894,162151,159456,10670,10233,568025,540961,490945,467549,29439,28113,18109,16602,5902,5667,1994,1889,21636,21141,510476,486690,40066,38421,26208,24466,12095,11674,3921,3807
R,10,2024,21,4385694,2240569,2145125,1637798,1554400,322219,316770,35490,33492,136147,134813,6639,6414,102276,99236,1731263,1645057,374283,367636,58413,55724,174385,171818,14216,13682,1682016,1611114,1154754,1091684,293074,289483,17619,17060,130399,129344,4697,4606,81473,78937,1229465,1164027,335180,330488,32555,31627,162651,160470,10363,10108,558553,534011,483044,462716,29145,27287,17871,16432,5748,5469,1942,1808,20803,20299,501798,481030,39103,37148,25858,24097,11734,11348,3853,3574
R,10,2024,22,4381271,2236891,2144380,1632868,1552717,326024,321255,35439,33219,138114,135088,6467,6348,97979,95753,1722204,1639831,375503,370430,58128,55516,174541,170080,13844,13443,1684692,1616425,1154279,1094260,297461,294311,17850,17169,132488,129869,4636,4542,77978,76274,1225563,1163902,337493,334044,32634,31848,163182,159314,10250,9926,552199,527955,478589,458457,28563,26944,17589,16050,5626,5219,1831,1806,20001,19479,496641,475929,38010,36386,25494,23668,11359,10766,3594,3517
R,10,2024,23,4427074,2258178,2168896,1643468,1567164,331674,326643,34870,33270,144861,141604,6346,6212,96959,94003,1731591,1652754,380671,374557,57850,55583,180804,175995,13632,13310,1711968,1646663,1169847,1113269,303218,300089,17886,17421,139343,136441,4550,4379,77124,75064,1240068,1181811,342707,338932,33060,32270,169731,165546,10058,9775,546210,522233,473621,453895,28456,26554,16984,15849,5518,5163,1796,1833,19835,18939,491523,470943,37964,35625,24790,23313,11073,10449,3574,3535
R,10,2024,24,4459444,2272690,2186754,1649319,1572235,338982,335746,35364,33874,147936,146540,6427,6216,94662,92143,1735506,1655708,386497,382609,58542,56227,182648,180119,13518,13241,1729423,1666956,1177384,1120736,311229,309125,18341,17663,142491,141339,4707,4407,75271,73686,1246011,1187651,349479,347117,33670,32733,171900,169726,10123,9748,543267,519798,471935,451499,27753,26621,17023,16211,5445,5201,1720,1809,19391,18457,489495,468057,37018,35492,24872,23494,10748,10393,3395,3493
R,10,2024,25,4377527,2227575,2149952,1621544,1550614,329848,326501,34311,33265,143994,144469,6369,5982,91509,89121,1704638,1631152,375720,371947,57146,55568,177064,176475,13527,12812,1702151,1645030,1164862,1111789,303049,300708,18043,17707,138696,139437,4675,4280,72826,71109,1231121,1176146,340077,337499,33369,32845,166627,166370,10132,9488,525424,504922,456682,438825,26799,25793,16268,15558,5298,5032,1694,1702,18683,18012,473517,455006,35643,34448,23777,22723,10437,10105,3395,3324
R,10,2024,26,4383616,2225897,2157719,1617626,1551305,331587,329522,34121,33092,146750,150259,6343,6078,89470,87463,1698485,1630609,376105,373514,56835,55401,179046,181469,13370,12715,1707040,1657610,1166546,1116315,305200,304106,17899,17586,141442,145169,4616,4379,71337,70055,1231088,1179948,341157,339838,33212,32853,168814,171568,10056,9514,518857,500109,451080,434990,26387,25416,16222,15506,5308,5090,1727,1699,18133,17408,467397,450661,34948,33676,23623,22548,10232,9901,3314,3201
