UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,8,2024,4,3758303,1920882,1837421,1325134,1264433,305408,296620,36301,34646,120869,114392,7196,6797,125974,120533,1440979,1375261,375045,363369,59642,57086,167638,158959,15807,14966,1410386,1346973,910453,865576,268760,261419,13612,13125,112970,106856,4437,4112,100154,95885,1003038,954193,324794,315196,28352,27304,151833,143920,10748,10106,510496,490448,414681,398857,36648,35201,22689,21521,7899,7536,2759,2685,25820,24648,437941,421068,50251,48173,31290,29782,15805,15039,5059,4860
R,8,2024,5,3824405,1952737,1871668,1351536,1291346,307260,300431,37115,35482,123409,116721,7477,6990,125940,120698,1467267,1402268,376763,367210,60540,58079,170234,161321,16109,15172,1435601,1371972,930784,884070,270617,264971,14237,13793,115267,108988,4612,4317,100084,95833,1023218,972585,326456,318656,29051,28052,154228,146042,10967,10332,517136,499696,420752,407276,36643,35460,22878,21689,8142,7733,2865,2673,25856,24865,444049,429683,50307,48554,31489,30027,16006,15279,5142,4840
R,8,2024,6,3903537,1994828,1908709,1380521,1317216,312922,305726,37786,35695,128075,120468,7549,7106,127975,122498,1498123,1429777,383300,373393,61631,58645,175795,165802,16353,15444,1470555,1403250,952416,903871,276886,270827,14313,13817,120132,112824,4758,4445,102050,97466,1046653,993858,333632,325319,29439,28352,160003,150610,11272,10590,524273,505459,428105,413345,36036,34899,23473,21878,7943,7644,2791,2661,25925,25032,451470,435919,49668,48074,32192,30293,15792,15192,5081,4854
R,8,2024,7,3981892,2037471,1944421,1414549,1346137,314721,306462,36999,35621,134349,125967,7683,7264,129170,122970,1533181,1459129,384848,373928,61281,58921,183183,171658,16738,15727,1504231,1430664,974973,923049,279402,272082,15354,14642,126453,118441,4955,4602,103094,97848,1070071,1013366,335872,326392,30890,29468,167372,156536,11711,10848,533240,513757,439576,423088,35319,34380,21645,20979,7896,7526,2728,2662,26076,25122,463110,445763,48976,47536,30391,29453,15811,15122,5027,4879
R,8,2024,8,4088938,2089525,1999413,1466655,1397402,315712,309427,36516,35221,132664,125238,7557,7286,130421,124839,1586501,1512150,386220,377412,61425,59106,181824,171787,16700,15926,1542897,1473654,1012740,960921,280802,275434,15882,15329,124710,117783,4811,4645,103952,99542,1108700,1052850,337604,330251,31835,30642,165774,156668,11596,11050,546628,525759,453915,436481,34910,33993,20634,19892,7954,7455,2746,2641,26469,25297,477801,459300,48616,47161,29590,28464,16050,15119,5104,4876
R,8,2024,9,4124684,2107130,2017554,1478129,1410694,321314,313406,36081,35119,134088,126388,7459,7313,130059,124634,1597662,1525256,391629,381271,61066,59019,182938,172828,16575,15924,1561015,1489573,1023598,971785,286012,278991,16263,15543,126451,119058,4786,4677,103905,99519,1119508,1063686,342690,333772,32394,30903,167402,157915,11595,11103,546115,527981,454531,438909,35302,34415,19818,19576,7637,7330,2673,2636,26154,25115,478154,461570,48939,47499,28672,28116,15536,14913,4980,4821
R,8,2024,10,4118149,2108222,2009927,1482207,1406978,322225,313281,36354,35093,131492,124420,7180,6963,128764,123192,1600566,1520197,391455,380497,61242,58861,180048,170054,16332,15574,1565346,1488824,1030400,973593,286619,278896,16594,15905,124151,117514,4675,4528,102907,98388,1125438,1064436,342393,333194,32728,31248,164857,155654,11483,10937,542876,521103,451807,433385,35606,34385,19760,19188,7341,6906,2505,2435,25857,24804,475128,455761,49062,47303,28514,27613,15191,14400,4849,4637
R,8,2024,11,4096275,2093813,2002462,1470818,1403061,320331,311720,36114,34753,132531,124897,7143,6868,126876,121163,1587320,1514245,388128,377348,60745,58419,180729,170146,16345,15477,1555866,1483440,1021881,970074,285698,278172,16749,16013,125425,118032,4699,4451,101414,96698,1115421,1059210,340314,331098,32742,31355,165852,155855,11533,10794,537947,519022,448937,432987,34633,33548,19365,18740,7106,6865,2444,2417,25462,24465,471899,455035,47814,46250,28003,27064,14877,14291,4812,4683
R,8,2024,12,4103571,2099942,2003629,1481251,1409737,321045,310597,36958,35629,128539,121520,6948,6734,125201,119412,1596184,1519334,388098,375046,61627,59258,175700,166010,15980,15307,1556762,1480874,1027149,972586,286907,277736,16823,16161,121564,114906,4522,4365,99797,95120,1119169,1060294,340789,329590,32807,31451,161049,152066,11214,10696,543180,522755,454102,437151,34138,32861,20135,19468,6975,6614,2426,2369,25404,24292,477015,459040,47309,45456,28820,27807,14651,13944,4766,4611
R,8,2024,13,4149711,2128967,2020744,1511023,1429763,323934,312651,35807,34385,125577,118351,6904,6600,125722,118994,1626516,1538978,391247,376712,60853,58315,172638,162547,15985,15130,1571493,1487102,1040294,979945,290969,280466,17138,16186,118759,111932,4500,4284,99833,94289,1132403,1066874,344966,331755,33317,31602,157983,148707,11196,10541,557474,533642,470729,449818,32965,32185,18669,18199,6818,6419,2404,2316,25889,24705,494113,472104,46281,44957,27536,26713,14655,13840,4789,4589
R,8,2024,14,4227880,2165809,2062071,1546770,1466930,327695,316216,35238,33863,123882,118008,6643,6468,125581,120586,1662395,1577740,395019,381413,60545,58466,170246,162046,15555,14964,1592744,1513631,1058747,999924,295639,285267,17296,16915,117339,111893,4489,4333,99234,95299,1150505,1087857,349425,337273,33467,32764,155882,148564,11061,10558,573065,548440,488023,467006,32056,30949,17942,16948,6543,6115,2154,2135,26347,25287,511890,489883,45594,44140,27078,25702,14364,13482,4494,4406
R,8,2024,15,4310122,2206414,2103708,1582432,1501363,335252,325205,35483,34126,122787,117665,6707,6642,123753,118707,1696169,1610541,401722,389757,60572,57827,168160,160616,15353,14977,1625204,1547822,1085649,1026698,303086,293871,17879,17253,116228,111521,4584,4508,97778,93971,1175881,1113496,356352,345715,33865,32359,153986,147379,10964,10649,581210,555886,496783,474665,32166,31334,17604,16873,6559,6144,2123,2134,25975,24736,520288,497045,45370,44042,26707,25468,14174,13237,4389,4328
R,8,2024,16,4482047,2295760,2186287,1649915,1562967,348933,338559,37065,35517,128145,122513,6897,6707,124805,120024,1764498,1673176,416018,404114,62229,59753,173702,165626,15870,14994,1689831,1610008,1130229,1069815,315722,306490,18592,17972,121625,116260,4727,4496,98936,94975,1221393,1157335,369761,359264,34707,33364,159661,152162,11348,10613,605929,576279,519686,493152,33211,32069,18473,17545,6520,6253,2170,2211,25869,25049,543105,515841,46257,44850,27522,26389,14041,13464,4522,4381
R,8,2024,17,4493491,2301953,2191538,1660543,1574650,348127,336410,37687,35948,127826,121524,6839,6808,120931,116198,1771608,1681153,412768,399236,62678,59916,171905,163309,15554,15147,1695259,1613617,1139816,1078800,315355,304846,18574,18127,121260,115376,4715,4591,95539,91877,1227918,1163298,367213,355448,34521,33361,157907,150207,11147,10725,606694,577921,520727,495850,32772,31564,19113,17821,6566,6148,2124,2217,25392,24321,543690,517855,45555,43788,28157,26555,13998,13102,4407,4422
R,8,2024,18,4428265,2266523,2161742,1643066,1558072,336298,328042,37010,35140,128124,123704,6757,6607,115268,110177,1748841,1659115,397027,386729,61298,58172,170619,163843,15048,14464,1675044,1598135,1133943,1072985,305106,297713,18284,17776,121800,117856,4657,4518,91254,87287,1217947,1153299,353948,345109,33760,32486,157409,151372,10809,10307,591479,563607,509123,485087,31192,30329,18726,17364,6324,5848,2100,2089,24014,22890,530894,505816,43079,41620,27538,25686,13210,12471,4239,4157
R,8,2024,19,4389587,2245221,2144366,1632472,1547423,328625,320239,36559,34816,131204,129347,6810,6705,109551,105836,1732787,1644142,385553,375836,60216,57462,171913,168228,14684,14289,1667159,1595381,1134071,1073802,298288,291253,18055,17643,125246,123684,4736,4752,86763,84247,1213798,1151007,344077,336234,33148,32181,159431,156452,10571,10437,578062,548985,498401,473621,30337,28986,18504,17173,5958,5663,2074,1953,22788,21589,518989,493135,41476,39602,27068,25281,12482,11776,4113,3852
R,8,2024,20,4403709,2250941,2152768,1643041,1558623,325505,318472,35913,33936,133952,132607,6679,6485,105851,102645,1739921,1652502,379684,371678,59055,56413,173708,170589,14451,13956,1684705,1612626,1153465,1091440,296169,290515,17973,17357,128084,127041,4723,4611,84291,81662,1230879,1166314,339891,333472,33014,32065,161628,159037,10561,10163,566236,540142,489576,467183,29336,27957,17940,16579,5868,5566,1956,1874,21560,20983,509042,486188,39793,38206,26041,24348,12080,11552,3890,3793
R,8,2024,21,4374826,2234989,2139837,1634172,1551260,321903,316576,35400,33273,135741,134044,6618,6429,101155,98255,1726517,1641035,373364,366786,58185,55491,173559,170598,14185,13586,1679137,1608087,1153120,1090145,292980,289535,17595,17047,130052,128582,4685,4614,80705,78164,1227029,1161801,334625,330024,32493,31614,162001,159341,10362,10044,555852,531750,481052,461115,28923,27041,17805,16226,5689,5462,1933,1815,20450,20091,499488,479234,38739,36762,25692,23877,11558,11257,3823,3542
R,8,2024,22,4361549,2226321,2135228,1625118,1545932,325734,320908,35142,32971,136779,134113,6403,6258,97145,95046,1713715,1632370,374866,369747,57684,55291,172839,168757,13672,13336,1678282,1611585,1150099,1091250,297293,294065,17780,17134,131244,128919,4582,4463,77284,75754,1220778,1160391,337023,333550,32453,31873,161612,158087,10117,9842,548039,523643,475019,454682,28441,26843,17362,15837,5535,5194,1821,1795,19861,19292,492937,471979,37843,36197,25231,23418,11227,10670,3555,3494
R,8,2024,23,4431217,2260194,2171023,1644589,1568096,332689,328000,34784,33300,145109,141915,6307,6223,96716,93489,1732487,1653151,381449,375572,57794,55475,180992,176178,13578,13314,1714978,1649619,1171545,1114745,304416,301554,17944,17456,139619,136805,4563,4374,76891,74685,1241533,1182881,343682,340144,33157,32240,169960,165817,10056,9756,545216,521404,473044,453351,28273,26446,16840,15844,5490,5110,1744,1849,19825,18804,490954,470270,37767,35428,24637,23235,11032,10361,3522,3558
R,8,2024,24,4444143,2264686,2179457,1645303,1568901,337753,334168,35223,33722,146049,144750,6417,6158,93941,91758,1730801,1651953,384962,381008,58388,56153,180256,177999,13476,13135,1724924,1662963,1176217,1120157,310212,307756,18403,17710,140628,139610,4682,4385,74782,73345,1244382,1186691,348271,345696,33772,32835,169640,167699,10082,9695,539762,516494,469086,448744,27541,26412,16820,16012,5421,5140,1735,1773,19159,18413,486419,465262,36691,35312,24616,23318,10616,10300,3394,3440
R,8,2024,25,4371783,2224092,2147691,1619546,1549468,329395,326525,34110,33142,143367,143813,6362,5953,91312,88790,1702428,1629777,375014,371592,56927,55465,176487,175725,13564,12765,1701235,1644527,1165064,1112146,302690,300844,18019,17600,138041,138728,4632,4263,72789,70946,1231256,1176410,339552,337436,33404,32803,166042,165577,10145,9483,522857,503164,454482,437322,26705,25681,16091,15542,5326,5085,1730,1690,18523,17844,471172,453367,35462,34156,23523,22662,10445,10148,3419,3282
R,8,2024,26,4369126,2218685,2150441,1612758,1546163,330514,328516,33926,33026,146641,150066,6327,6047,88519,86623,1692786,1624642,374412,371958,56502,55154,178617,181065,13231,12638,1702913,1653668,1164031,1113828,304441,303373,17809,17679,141426,144989,4635,4367,70571,69432,1227911,1176848,339914,338641,33042,32864,168508,171259,9980,9457,515772,496773,448727,432335,26073,25143,16117,15347,5215,5077,1692,1680,17948,17191,464875,447794,34498,33317,23460,22290,10109,9806,3251,3181
R,8,2024,27,4367146,2212979,2154167,1608010,1547371,328105,327636,33413,32364,151602,156555,6269,6004,85580,84237,1685447,1623309,369791,369282,55894,54668,182813,186817,12986,12602,1702409,1662373,1163549,1118835,302517,303174,17558,17363,146457,151553,4569,4397,67759,67051,1224977,1179300,335778,336687,32696,32598,172848,177185,9736,9486,510570,491794,444461,428536,25588,24462,15855,15001,5145,5002,1700,1607,17821,17186,460470,444009,34013,32595,23198,22070,9965,9632,3250,3116
R,8,2024,28,4395671,2227861,2167810,1619473,1555825,327552,328771,33374,32044,157119,163097,6423,6214,83920,81859,1695269,1629526,367712,368674,56091,54291,187801,192752,13113,12819,1720297,1678307,1177075,1128682,302340,304712,17665,17174,152057,158050,4660,4538,66500,65151,1237211,1187397,334395,336765,32989,32378,178119,183163,9852,9717,507564,489503,442398,427143,25212,24059,15709,14870,5062,5047,1763,1676,17420,16708,458058,442129,33317,31909,23102,21913,9682,9589,3261,3102
R,8,2024,29,4470231,2264911,2205320,1639547,1576747,342618,342146,33685,32619,160533,167072,6564,6573,81964,80163,1713038,1648480,381286,381034,56678,54927,190592,196039,13407,13268,1754719,1713201,1194378,1147435,316998,317417,18115,17629,155381,162068,4798,4823,65049,63829,1252662,1204594,347814,348536,33945,33125,181005,186616,10128,10079,510192,492119,445169,429312,25620,24729,15570,14990,5152,5004,1766,1750,16915,16334,460376,443886,33472,32498,22733,21802,9587,9423,3279,3189
R,8,2024,30,4548718,2304967,2243751,1660570,1596064,358532,357437,34058,33299,165671,171164,6608,6736,79528,79051,1731494,1666468,395191,395002,57158,56223,195100,199802,13583,13452,1791077,1750461,1211502,1165643,332557,332554,18563,18146,160642,166146,4869,4980,62944,62992,1267585,1221716,361629,362634,34512,34206,185675,190473,10314,10244,513890,493290,449068,430421,25975,24883,15495,15153,5029,5018,1739,1756,16584,16059,463909,444752,33562,32368,22646,22017,9425,9329,3269,3208
R,8,2024,31,4629083,2345664,2283419,1686459,1620851,371210,368623,35423,34100,169475,176699,6934,6769,76163,76377,1754145,1688613,405536,404174,58062,56959,198071,204563,13695,13438,1827286,1789144,1233341,1189174,344669,343546,19328,19008,164558,171647,5066,4998,60324,60771,1286935,1243068,371723,371748,35016,35067,189022,195457,10402,10229,518378,494275,453118,431677,26541,25077,16095,15092,4917,5052,1868,1771,15839,15606,467210,445545,33813,32426,23046,21892,9049,9106,3293,3209
R,8,2024,32,4723901,2388348,2335553,1718994,1658348,376032,376776,36727,34625,174741,183382,7144,6902,74710,75520,1785005,1724945,408371,410832,59761,57363,203218,211917,14013,13750,1863794,1837091,1260927,1223585,349045,350625,20163,19566,169739,178235,5164,5094,58756,59986,1312755,1276467,374069,377417,36118,35559,194142,202637,10597,10421,524554,498462,458067,434763,26987,26151,16564,15059,5002,5147,1980,1808,15954,15534,472250,448478,34302,33415,23643,21804,9076,9280,3416,3329
R,8,2024,33,4795449,2417731,2377718,1740993,1686587,378575,384439,36589,34033,182350,191513,7826,7230,71398,73916,1803151,1751010,408800,417670,58645,56116,210682,220326,14949,14343,1897271,1887879,1288109,1261624,350915,357151,19915,19386,177038,186019,5729,5390,55565,58309,1336275,1312295,373921,383012,34952,34729,201250,210587,11338,11057,520460,489839,452884,424963,27660,27288,16674,14647,5312,5494,2097,1840,15833,15607,466876,438715,34879,34658,23693,21387,9432,9739,3611,3286
R,8,2024,34,4811448,2424687,2386761,1754596,1698307,373086,382214,36154,33438,185982,195551,7941,7340,66928,69911,1813017,1759426,400618,412997,56808,54794,213117,222693,14623,14001,1905301,1904201,1301901,1279738,345716,354789,19393,19077,180630,190200,5747,5505,51914,54892,1346989,1327542,366411,378469,33423,33838,203880,213431,11022,10799,519386,482560,452695,418569,27370,27425,16761,14361,5352,5351,2194,1835,15014,15019,466028,431884,34207,34528,23385,20956,9237,9262,3601,3202
R,8,2024,35,4672203,2356694,2315509,1712544,1648911,353119,365217,34777,31950,186145,197202,7791,6982,62318,65247,1766928,1705722,378311,393499,54392,51829,211360,223046,13973,13324,1856717,1855283,1276510,1249311,326940,339085,18443,18156,181029,191947,5750,5297,48045,51487,1318240,1293924,345549,360867,31601,32016,202685,214237,10685,10375,499977,460226,436034,399600,26179,26132,16334,13794,5116,5255,2041,1685,14273,13760,448688,411798,32762,32632,22791,19813,8675,8809,3288,2949
R,8,2024,36,4591466,2314043,2277423,1697940,1636406,332788,347082,34297,31262,182203,193467,7749,6972,59066,62234,1749257,1690685,356032,373743,52776,50336,206651,218245,13860,13067,1813786,1821323,1260203,1239908,307583,321591,17948,17448,177213,188443,5631,5271,45208,48662,1299283,1282226,324528,341716,30140,30594,198191,209717,10459,10161,500257,456100,437737,396498,25205,25491,16349,13814,4990,5024,2118,1701,13858,13572,449974,408459,31504,32027,22636,19742,8460,8528,3401,2906
R,8,2024,37,4519769,2282787,2236982,1688602,1615949,319240,334151,33031,30117,178753,189849,7693,6918,55468,59998,1736782,1668288,340976,359526,50783,48885,201607,213785,13428,12744,1788635,1787352,1255003,1224315,294791,309401,17174,16845,173812,185001,5519,5158,42336,46632,1291510,1264805,310494,328427,28928,29675,193465,205599,10131,9811,494152,449630,433599,391634,24449,24750,15857,13272,4941,4848,2174,1760,13132,13366,445272,403483,30482,31099,21855,19210,8142,8186,3297,2933
R,8,2024,38,4524966,2286852,2238114,1702714,1626751,311573,328291,32675,29901,178180,189012,7770,7049,53940,57110,1749597,1676268,332177,352006,50115,48343,200462,211744,13504,12769,1788689,1788732,1265196,1234557,287126,303643,16601,16529,173212,184294,5559,5340,40995,44369,1300624,1272819,301807,321405,28117,29291,192289,203777,10131,9944,498163,449382,437518,392194,24447,24648,16074,13372,4968,4718,2211,1709,12945,12741,448973,403449,30370,30601,21998,19052,8173,7967,3373,2825
R,8,2024,39,4519134,2280739,2238395,1705903,1631226,306518,324805,31979,29530,176562,189676,7665,6978,52112,56180,1751121,1680009,326141,347440,49340,47952,197954,212363,13257,12693,1783391,1789304,1268467,1238942,282713,300406,16060,16340,171696,185002,5446,5319,39009,43295,1302025,1276329,296412,316927,27352,29022,189945,204474,9883,9915,497348,449091,437436,392284,23805,24399,15919,13190,4866,4674,2219,1659,13103,12885,449096,403680,29729,30513,21988,18930,8009,7889,3374,2778
R,8,2024,40,4425047,2228523,2196524,1670116,1602506,293993,315320,31506,29064,175590,188635,7392,6732,49926,54267,1713417,1649534,312501,336599,48351,47239,196235,210857,12799,12396,1742901,1752716,1242592,1214232,271004,291728,15871,15969,170748,184142,5282,5044,37404,41601,1274782,1250095,283896,307125,26884,28414,188343,203097,9561,9562,485622,443808,427524,388274,22989,23592,15635,13095,4842,4493,2110,1688,12522,12666,438635,399439,28605,29474,21467,18825,7892,7760,3238,2834
R,8,2024,41,4466796,2248243,2218553,1691362,1622331,294610,317672,32017,29427,173030,188122,7447,6898,49777,54103,1734528,1669053,312921,338753,48954,47984,193529,210034,12825,12590,1758251,1768899,1259482,1229327,271662,293298,15960,16105,168285,183545,5366,5192,37496,41432,1291724,1264871,284431,308554,27226,28825,185753,202282,9640,9747,489992,449654,431880,393004,22948,24374,16057,13322,4745,4577,2081,1706,12281,12671,442804,404182,28490,30199,21728,19159,7776,7752,3185,2843
R,8,2024,42,4468678,2247068,2221610,1695198,1628100,293389,318423,31578,28790,170785,186619,7477,6851,48641,52827,1737339,1673655,311199,339258,48548,47152,190546,207698,12814,12399,1756777,1768497,1263018,1231236,270379,294150,15734,15571,166023,181877,5330,5096,36293,40567,1294175,1265999,282710,309292,26907,28278,182711,199862,9564,9555,490291,453113,432180,396864,23010,24273,15844,13219,4762,4742,2147,1755,12348,12260,443164,407656,28489,29966,21641,18874,7835,7836,3250,2844
R,8,2024,43,4394897,2207977,2186920,1673527,1608139,287841,314002,30450,28413,161445,178549,7206,6347,47508,51470,1714480,1652609,305174,334397,47254,46406,180674,198789,12455,11773,1730177,1742603,1251897,1218979,265756,290142,15061,15569,156733,173957,5132,4679,35598,39277,1282329,1252667,277787,304806,26224,27946,173065,191244,9292,9062,477800,444317,421630,389160,22085,23860,15389,12844,4712,4592,2074,1668,11910,12193,432151,399942,27387,29591,21030,18460,7609,7545,3163,2711
R,8,2024,44,4385266,2202532,2182734,1666990,1600672,292762,320285,30782,28270,158182,176079,7189,6532,46627,50896,1707236,1644516,309807,340438,47732,46379,176786,195973,12400,11987,1718684,1738212,1240155,1211119,270384,296392,15223,15502,153427,171550,5022,4879,34473,38770,1269636,1244219,282020,310841,26403,28053,169020,188459,9159,9278,483848,444522,426835,389553,22378,23893,15559,12768,4755,4529,2167,1653,12154,12126,437600,400297,27787,29597,21329,18326,7766,7514,3241,2709
R,8,2024,45,4201720,2103412,2098308,1595316,1539691,277170,307162,28798,26752,152212,170913,6397,6047,43519,47743,1632875,1580763,292939,325877,44596,43854,169567,189653,11266,11037,1652203,1675149,1196699,1169230,256302,284188,14521,14529,147902,166647,4523,4473,32256,36082,1224266,1200021,267055,297340,24931,26284,162571,182561,8376,8492,451209,423159,398617,370461,20868,22974,14277,12223,4310,4266,1874,1574,11263,11661,408609,380742,25884,28537,19665,17570,6996,7092,2890,2545
R,8,2024,46,4098598,2049433,2049165,1561813,1509742,265863,295752,27620,26347,146532,165907,6156,5695,41449,45722,1597425,1548947,280731,313406,42894,43101,163134,183883,10578,10435,1605715,1630370,1168681,1142241,245795,273582,13890,14265,142334,161560,4418,4221,30597,34501,1194653,1171547,255894,285982,23983,25784,156294,176847,7918,8042,443718,418795,393132,367501,20068,22170,13730,12082,4198,4347,1738,1474,10852,11221,402772,377400,24837,27424,18911,17317,6840,7036,2660,2393
R,8,2024,47,4046656,2017378,2029278,1540237,1496783,259734,291784,27525,25934,144237,164771,5987,5731,39658,44275,1574402,1534575,273800,308712,42445,42412,159958,182235,10331,10449,1581906,1612570,1153865,1129771,240546,270115,14081,14443,139938,160532,4249,4223,29227,33486,1178730,1158083,249951,282014,24062,25908,153122,175307,7670,7999,435472,416708,386372,367012,19188,21669,13444,11491,4299,4239,1738,1508,10431,10789,395672,376492,23849,26698,18383,16504,6836,6928,2661,2450
R,8,2024,48,3893667,1939966,1953701,1478443,1441967,247228,277798,26446,24764,144328,162439,5606,5408,37915,41325,1511118,1477166,260254,293384,40841,40355,159524,178863,9835,9768,1517588,1546498,1103088,1082407,228797,257039,13416,13537,140302,158262,4048,3994,27937,31259,1126878,1108751,237404,267947,23021,24406,153142,172195,7404,7520,422378,407203,375355,359560,18431,20759,13030,11227,4026,4177,1558,1414,9978,10066,384240,368415,22850,25437,17820,15949,6382,6668,2431,2248
R,8,2024,49,3922041,1952561,1969480,1492550,1457523,247450,279608,25989,24850,145417,162715,5656,5157,35499,39627,1522824,1491234,259641,294262,39747,39948,159640,178550,9603,9267,1536345,1567301,1120922,1100928,230051,259922,13206,13715,141463,158729,4126,3842,26577,30165,1143307,1126313,238339,270148,22589,24301,153601,172313,7310,7164,416216,402179,371628,356595,17399,19686,12783,11135,3954,3986,1530,1315,8922,9462,379517,364921,21302,24114,17158,15647,6039,6237,2293,2103
R,8,2024,50,3853317,1915176,1938141,1465168,1436299,241598,274081,25579,24234,143539,160496,5282,5068,34010,37963,1494142,1468408,253106,288050,38920,38936,157197,175608,9114,9075,1513447,1546027,1105603,1087544,225232,255351,13026,13454,139918,156716,3903,3776,25765,29186,1127321,1111935,233119,265280,22266,23950,151681,169748,7023,7028,401729,392114,359565,348755,16366,18730,12553,10780,3621,3780,1379,1292,8245,8777,366821,356473,19987,22770,16654,14986,5516,5860,2091,2047
R,8,2024,51,3886442,1929192,1957250,1476197,1450660,246307,279653,25123,24463,142742,160213,5216,4993,33607,37268,1504755,1482112,257367,293197,38415,39125,156373,175118,8971,8882,1537241,1572041,1125066,1107947,230439,261338,13026,13707,139192,156454,3884,3733,25634,28862,1146596,1132019,238015,271028,22358,24376,151015,169335,6952,6904,391951,385209,351131,342713,15868,18315,12097,10756,3550,3759,1332,1260,7973,8406,358159,350093,19352,22169,16057,14749,5358,5783,2019,1978
R,8,2024,52,4059708,2018964,2040744,1556659,1525093,255717,288772,25652,24513,142293,160145,5194,4948,33449,37273,1584953,1556532,266486,301979,39419,39679,155614,174806,8952,8914,1629824,1658585,1207706,1184622,240150,270768,13598,13984,138674,156502,3891,3692,25805,29017,1229255,1208798,247699,280245,23505,25101,150244,169276,6954,6963,389140,382159,348953,340471,15567,18004,12054,10529,3619,3643,1303,1256,7644,8256,355698,347734,18787,21734,15914,14578,5370,5530,1998,1951
R,8,2024,53,4297984,2141908,2156076,1671417,1630990,265795,300861,25952,25378,139161,155774,5217,5002,34366,38071,1700552,1663116,276716,314233,40436,41242,152635,170367,9174,9197,1755205,1776581,1324501,1293237,250299,282909,14254,14623,135521,152157,3890,3772,26740,29883,1346938,1318187,257965,292562,24853,26535,147239,164800,7142,7247,386703,379495,346916,337753,15496,17952,11698,10755,3640,3617,1327,1230,7626,8188,353614,344929,18751,21671,15583,14707,5396,5567,2032,1950
R,8,2024,54,4261390,2122252,2139138,1660923,1626082,261475,293360,25528,24733,135836,153198,5191,5047,33299,36718,1689067,1656820,272055,306134,39779,40423,148588,167279,9150,9211,1745249,1773413,1322934,1300305,246184,276205,13973,14586,132354,149595,3915,3857,25889,28865,1344555,1324217,253653,285504,24438,26381,143393,161718,7202,7315,377003,365725,337989,325777,15291,17155,11555,10147,3482,3603,1276,1190,7410,7853,344512,332603,18402,20630,15341,14042,5195,5561,1948,1896
R,8,2024,55,4084665,2029266,2055399,1596639,1571621,243800,275763,24219,23632,128826,145756,4832,4815,30950,33812,1622905,1599991,253219,287147,37881,38600,140643,158483,8409,8574,1673934,1708732,1277616,1262646,229515,259560,13583,13958,125617,142379,3668,3672,23935,26517,1297722,1284678,235954,267659,23641,25272,135874,153406,6615,6782,355332,346667,319023,308975,14285,16203,10636,9674,3209,3377,1164,1143,7015,7295,325183,315313,17265,19488,14240,13328,4769,5077,1794,1792
R,8,2024,56,3983136,1975001,2008135,1552811,1533102,241990,274808,23572,22994,123086,140562,4593,4654,28949,32015,1577168,1559720,250730,285543,36645,37374,134074,152491,7971,8465,1630631,1672291,1243757,1233348,227846,259019,13122,13856,120069,137439,3443,3544,22394,25085,1262345,1253933,233819,266644,22845,24807,129590,147764,6263,6727,344370,335844,309054,299754,14144,15789,10450,9138,3017,3123,1150,1110,6555,6930,314823,305787,16911,18899,13800,12567,4484,4727,1708,1738
R,8,2024,57,3981059,1965684,2015375,1556948,1551756,239358,274750,22846,22890,114044,130347,4671,4616,27817,31016,1580365,1577575,247623,285338,35760,37191,124355,141393,7974,8234,1636015,1690413,1260639,1261642,225991,259399,13108,14151,111099,127384,3548,3537,21630,24300,1278611,1281613,231629,266934,22793,25067,120039,136909,6349,6585,329669,324962,296309,290114,13367,15351,9738,8739,2945,2963,1123,1079,6187,6716,301754,295962,15994,18404,12967,12124,4316,4484,1625,1649
R,8,2024,58,4020740,1981230,2039510,1566959,1569650,245100,281573,23052,23013,114127,130134,4567,4605,27425,30535,1589750,1594994,253312,291707,36102,37518,124076,140971,7926,8204,1657471,1720430,1276320,1284780,231569,266588,13376,14414,111310,127124,3519,3608,21377,23916,1293811,1304390,237154,273755,23356,25573,119886,136421,6354,6611,323759,319080,290639,284870,13531,14985,9676,8599,2817,3010,1048,997,6048,6619,295939,290604,16158,17952,12746,11945,4190,4550,1572,1593
